task,arm,repeat,step,input_tokens,output_tokens,cached_input_tokens,reasoning_output_tokens
036,cbe,3,50,119781,1640,119552,1361
036,cbe,3,51,121790,3192,121344,3097
036,cbe,3,52,126311,1717,124928,1572
036,cbe,3,53,128537,1664,128000,706
036,cbe,3,54,130529,1423,130176,986
036,cbe,3,55,131994,509,131840,226
036,cbe,3,56,132538,845,132352,338
036,cbe,3,57,133548,4703,133376,4615
036,cbe,3,58,139169,2596,138240,2532
036,cbe,3,59,141866,2466,141696,186
036,cbe,3,60,144351,52,144128,0
036,cbe,3,61,144559,1689,144384,270
036,cbe,3,62,146334,1000,146176,155
036,cbe,3,63,147390,1133,147200,165
036,cbe,3,64,148661,2729,148480,856
036,cbe,3,65,151552,1120,151296,19
036,cbe,3,66,152738,1344,152576,284
036,cbe,3,67,154194,668,153984,103
036,cbe,3,68,154940,694,154752,234
036,cbe,3,69,155793,82,155520,27
036,cbe,3,70,156045,105,155776,43
036,cbe,3,71,158419,1198,156032,848
036,cbe,3,72,159646,844,159488,575
036,cbe,3,73,160546,65,160384,19
036,cbe,3,74,163743,2188,160512,1240
036,cbe,3,75,165955,1064,165760,0
036,cbe,3,76,167071,1038,166912,67
036,cbe,3,77,168361,292,168064,220
036,cbe,3,78,169098,423,168576,0
036,cbe,3,79,169562,138,169344,81
036,cbe,3,80,169761,617,169600,0
037,baseline,3,1,499,90,256,8
037,baseline,3,2,1184,88,512,0
037,baseline,3,3,2838,111,1152,0
037,baseline,3,4,3801,88,2944,0
037,baseline,3,5,5361,66,3840,11
037,baseline,3,6,5568,206,5376,114
037,baseline,3,7,7134,217,5760,130
037,baseline,3,8,11273,167,7296,85
037,baseline,3,9,13339,80,11392,22
037,baseline,3,10,22352,1368,13312,1225
037,baseline,3,11,26622,499,23680,264
037,baseline,3,12,27342,2158,27008,2054
037,baseline,3,13,30222,268,29440,168
037,baseline,3,14,31018,352,30464,282
037,baseline,3,15,31485,3403,31232,3286
037,baseline,3,16,34913,174,34688,89
037,baseline,3,17,35518,95,35072,14
037,baseline,3,18,35725,333,35584,181
037,baseline,3,19,36438,393,35968,309
037,baseline,3,20,37494,245,36736,58
037,baseline,3,21,38248,1940,37632,1647
037,baseline,3,22,40301,226,40064,19
037,baseline,3,23,40948,2032,40448,1847
037,baseline,3,24,43106,154,42880,45
037,baseline,3,25,43314,4682,43136,4156
037,baseline,3,26,48152,883,47872,644
037,baseline,3,27,49099,592,48896,465
037,baseline,3,28,49925,5437,49664,5211
037,baseline,3,29,56822,1092,55296,973
037,baseline,3,30,58068,5945,57856,5849
037,baseline,3,31,65568,1753,64000,1679
037,baseline,3,32,67428,2717,67200,2592
037,baseline,3,33,70698,981,70144,917
037,baseline,3,34,72320,1240,71552,1114
037,baseline,3,35,73684,1475,73472,1154
037,baseline,3,36,75185,3217,75008,3111
037,baseline,3,37,78833,2507,78336,2419
037,baseline,3,38,81770,6296,81280,6144
037,baseline,3,39,88557,2445,88064,2045
037,baseline,3,40,91089,466,90880,378
037,baseline,3,41,91734,974,91520,616
037,baseline,3,42,92767,7333,92544,7235
037,baseline,3,43,100740,2863,100096,2791
037,baseline,3,44,104415,4340,103552,4198
037,baseline,3,45,109057,2924,108672,2816
037,baseline,3,46,112018,4192,111872,3912
037,baseline,3,47,116407,4038,116096,3940
037,baseline,3,48,120456,9660,120320,9511
037,baseline,3,49,130280,2420,130048,2131
037,baseline,3,50,132795,1127,132608,995
037,baseline,3,51,134176,66,133888,0
037,baseline,3,52,135476,2758,134144,2424
037,baseline,3,53,138366,1719,138112,102
037,baseline,3,54,140100,54,139904,0
037,baseline,3,55,140268,336,140032,27
037,baseline,3,56,140852,323,140544,47
037,baseline,3,57,141321,346,141056,99
037,baseline,3,58,141689,3908,141440,3793
037,baseline,3,59,146728,1710,145536,735
037,baseline,3,60,148653,1011,148352,72
037,baseline,3,61,149840,1238,149632,1158
037,baseline,3,62,152246,2558,151040,2470
037,baseline,3,63,155018,3646,154752,3544
037,baseline,3,64,158781,541,158592,306
037,baseline,3,65,159423,1658,159232,863
037,baseline,3,66,161179,1566,161024,1252
037,baseline,3,67,162877,856,162688,297
037,cbe,3,1,1269,116,1024,0
037,cbe,3,2,3702,157,1280,0
037,cbe,3,3,4103,103,3840,43
037,cbe,3,4,4651,195,4096,0
037,cbe,3,5,8086,236,4736,119
037,cbe,3,6,11869,941,8320,669
037,cbe,3,7,12978,1425,12800,1256
037,cbe,3,8,17669,1321,14336,925
037,cbe,3,9,19537,3164,18944,2971
037,cbe,3,10,23825,528,22656,165
037,cbe,3,11,24635,456,24320,308
037,cbe,3,12,26527,367,25088,286
037,cbe,3,13,26984,1592,26752,1416
037,cbe,3,14,29272,2341,28544,2200
037,cbe,3,15,32040,264,31488,122
037,cbe,3,16,43991,3345,32256,3160
037,cbe,3,17,47686,5612,47232,5380
037,cbe,3,18,53313,63,51712,19
037,cbe,3,19,53884,1116,53376,990
037,cbe,3,20,57202,3146,54912,2777
037,cbe,3,21,60464,5291,60288,4760
037,cbe,3,22,66517,1480,65664,1344
037,cbe,3,23,68879,129,67968,44
037,cbe,3,24,70435,161,68992,53
037,cbe,3,25,70834,123,70528,66
037,cbe,3,26,78819,182,70912,97
037,cbe,3,27,79041,111,78848,0
037,cbe,3,28,79313,301,79104,170
037,cbe,3,29,80024,121,79488,50
037,cbe,3,30,80156,123,80000,0
037,cbe,3,31,81538,153,80256,58
037,cbe,3,32,83184,166,81664,68
037,cbe,3,33,83933,134,83328,62
037,cbe,3,34,85700,202,83968,134
037,cbe,3,35,87091,2427,85888,2292
037,cbe,3,36,89537,109,89344,0
037,cbe,3,37,90102,107,89600,49
037,cbe,3,38,90244,2304,89984,2191
037,cbe,3,39,94290,2603,92544,2091
037,cbe,3,40,97033,2291,96768,2226
037,cbe,3,41,100232,2811,99200,2686
037,cbe,3,42,103269,8074,103040,7656
037,cbe,3,43,111611,4874,111232,4799
037,cbe,3,44,117180,2235,116480,2159
037,cbe,3,45,120167,1798,119296,1583
037,cbe,3,46,123088,3307,121856,3210
037,cbe,3,47,126446,133,126208,0
037,cbe,3,48,126598,120,126464,0
037,cbe,3,49,126858,178,126592,59
037,cbe,3,50,128429,325,126976,166
037,cbe,3,51,128878,7035,128640,6619
037,cbe,3,52,136425,11272,135808,10791
037,cbe,3,53,147821,1482,147584,1048
037,cbe,3,54,149614,2906,149248,2818
037,cbe,3,55,152588,7232,152448,7104
037,cbe,3,56,160387,1770,159744,1650
037,cbe,3,57,162418,382,162048,272
037,cbe,3,58,163576,9581,162688,9406
037,cbe,3,59,174271,10862,173056,10753
037,cbe,3,60,185794,2231,185088,1961
038,baseline,3,1,562,85,384,9
038,baseline,3,2,1219,52,640,0
038,baseline,3,3,3007,56,1152,0
038,baseline,3,4,4350,47,2944,0
038,baseline,3,5,8278,76,4352,8
038,baseline,3,6,10235,121,8320,30
038,baseline,3,7,10630,140,10240,85
038,baseline,3,8,10992,514,10752,441
038,baseline,3,9,11652,60,11392,0
038,baseline,3,10,13033,87,11648,25
038,baseline,3,11,13256,62,13056,0
038,baseline,3,12,14178,395,13312,343
038,baseline,3,13,20532,83,14464,23
038,baseline,3,14,23150,799,20608,718
038,baseline,3,15,24097,60,23936,0
038,baseline,3,16,27752,64,24064,4
038,baseline,3,17,30366,1640,27776,1579
038,baseline,3,18,35410,138,32000,53
038,baseline,3,19,35778,155,35456,72
038,baseline,3,20,36518,1183,35840,1095
038,baseline,3,21,38074,311,37632,249
038,baseline,3,22,42199,1025,38272,942
038,baseline,3,23,44226,91,43136,29
038,baseline,3,24,46414,349,44288,287
038,baseline,3,25,49788,85,46720,23
038,baseline,3,26,51439,992,49792,924
038,baseline,3,27,52468,1703,52224,1611
038,baseline,3,28,54521,60,54144,0
038,baseline,3,29,56158,1365,54528,1283
038,baseline,3,30,57940,102,57472,29
038,baseline,3,31,58280,851,57984,577
038,baseline,3,32,59395,343,59008,184
038,baseline,3,33,60058,145,59648,79
038,baseline,3,34,60597,177,60160,23
038,baseline,3,35,60826,332,60672,234
038,baseline,3,36,62403,296,61056,245
038,baseline,3,37,64174,291,62592,195
038,baseline,3,38,64546,98,64384,45
038,baseline,3,39,65923,442,64640,358
038,baseline,3,40,66634,60,66304,0
038,baseline,3,41,70185,861,66688,800
038,baseline,3,42,72371,193,71040,92
038,baseline,3,43,73250,60,72448,0
038,baseline,3,44,74494,918,73216,842
038,baseline,3,45,76042,997,75392,918
038,baseline,3,46,77505,80,76928,20
038,baseline,3,47,77964,2704,77568,2548
038,baseline,3,48,81434,4121,80640,4023
038,baseline,3,49,85960,958,85504,898
038,baseline,3,50,87712,2481,86912,2421
038,baseline,3,51,90835,476,90112,415
038,baseline,3,52,92228,195,91264,85
038,baseline,3,53,92666,82,92416,16
038,baseline,3,54,92770,1586,92544,1170
038,baseline,3,55,95031,2238,94336,1886
038,baseline,3,56,97411,478,97152,7
038,baseline,3,57,98067,2179,97792,2081
038,baseline,3,58,100709,554,100224,323
038,baseline,3,59,101301,77,101120,24
038,baseline,3,60,101597,5166,101376,5080
038,baseline,3,61,107024,3641,106752,3573
038,baseline,3,62,111491,4021,110592,3945
038,baseline,3,63,115829,5070,115456,4998
038,baseline,3,64,120991,1563,120832,1468
038,baseline,3,65,122743,91,122496,31
038,baseline,3,66,123170,1516,122752,364
038,baseline,3,67,124700,228,124544,45
038,baseline,3,68,125147,1776,124928,1699
038,baseline,3,69,127335,1606,126848,452
038,baseline,3,70,128956,687,128768,625
038,baseline,3,71,130100,1704,129536,132
038,baseline,3,72,132025,1948,131712,556
038,baseline,3,73,134284,1394,133888,92
038,baseline,3,74,135824,190,135552,8
038,baseline,3,75,136034,2969,135808,1020
038,baseline,3,76,139023,2134,138880,1815
038,baseline,3,77,141242,172,141056,83
038,baseline,3,78,141442,249,141184,193
038,baseline,3,79,142765,1320,141568,568
038,baseline,3,80,144115,108,143872,48
038,baseline,3,81,144423,457,144128,404
038,baseline,3,82,144922,223,144768,161
038,baseline,3,83,146223,134,145024,61
038,baseline,3,84,146581,775,146304,703
038,baseline,3,85,147583,1091,147328,639
038,baseline,3,86,148694,795,148480,193
038,cbe,3,1,1332,93,1152,9
038,cbe,3,2,3798,81,1408,8
038,cbe,3,3,5168,122,3840,43
038,cbe,3,4,6314,138,5248,91
038,cbe,3,5,10333,344,6400,252
038,cbe,3,6,10990,115,10624,56
038,cbe,3,7,12202,71,11008,12
038,cbe,3,8,12414,61,12160,0
038,cbe,3,9,12932,123,12416,59
038,cbe,3,10,13089,59,12928,0
038,cbe,3,11,15472,100,13056,14
038,cbe,3,12,15690,59,15488,0
038,cbe,3,13,17408,136,15744,61
038,cbe,3,14,18067,372,17536,314
038,cbe,3,15,19404,54,18432,0
038,cbe,3,16,19679,1182,19456,1063
038,cbe,3,17,20905,135,20736,57
038,cbe,3,18,21414,515,20992,366
038,cbe,3,19,22556,157,21888,27
038,cbe,3,20,22880,853,22656,244
038,cbe,3,21,23978,167,23680,26
038,cbe,3,22,24186,790,23936,713
038,cbe,3,23,25785,80,24960,0
038,cbe,3,24,26922,216,25856,140
038,cbe,3,25,27251,59,27008,0
038,cbe,3,26,28318,95,27264,35
038,cbe,3,27,29650,78,28288,19
038,cbe,3,28,30933,525,29696,438
038,cbe,3,29,32713,80,31360,0
038,cbe,3,30,34140,322,32768,232
038,cbe,3,31,34676,59,34432,0
038,cbe,3,32,35919,2521,34688,1750
038,cbe,3,33,38591,848,38400,7
038,cbe,3,34,39510,926,39296,866
038,cbe,3,35,41800,201,40320,121
038,cbe,3,36,43904,3479,41984,3390
038,cbe,3,37,47762,1075,47360,467
038,cbe,3,38,48968,1964,48768,1888
038,cbe,3,39,52026,699,50816,293
038,cbe,3,40,52930,443,52608,32
038,cbe,3,41,53394,3348,53248,3273
038,cbe,3,42,57630,280,56704,183
038,cbe,3,43,58613,76,57856,0
038,cbe,3,44,59654,703,58624,599
038,cbe,3,45,60457,1343,60288,1116
038,cbe,3,46,62558,2672,61696,2602
038,cbe,3,47,66802,514,65152,439
038,cbe,3,48,67406,1929,67200,295
038,cbe,3,49,70079,1107,69248,940
038,cbe,3,50,71683,104,71168,0
038,cbe,3,51,71883,1041,71680,943
038,cbe,3,52,72950,4776,72704,4561
038,cbe,3,53,77745,395,77568,173
038,cbe,3,54,78382,443,78080,137
038,cbe,3,55,78853,180,78592,0
038,cbe,3,56,79106,112,78848,59
038,cbe,3,57,79409,5121,79104,3442
038,cbe,3,58,84765,1031,84480,945
038,cbe,3,59,86160,371,85760,265
038,cbe,3,60,87226,281,86528,222
038,cbe,3,61,88433,808,87424,695
038,cbe,3,62,89265,1934,89088,282
038,cbe,3,63,91586,111,91136,16
038,cbe,3,64,91748,1990,91520,1875
038,cbe,3,65,94011,186,93696,127
038,cbe,3,66,94850,395,94080,335
038,cbe,3,67,96032,532,95232,473
038,cbe,3,68,96858,1667,96512,1606
038,cbe,3,69,98963,1019,98432,947
038,cbe,3,70,100197,693,99968,12
038,cbe,3,71,100905,383,100736,111
038,cbe,3,72,101345,358,101120,305
038,cbe,3,73,101894,184,101632,63
038,cbe,3,74,102096,915,101888,326
038,cbe,3,75,103262,2581,102912,1138
038,cbe,3,76,106006,146,105728,7
038,cbe,3,77,106168,375,105984,118
038,cbe,3,78,106749,182,106496,73
038,cbe,3,79,107419,390,106880,331
038,cbe,3,80,108000,780,107776,347
038,cbe,3,81,108877,656,108672,260
038,cbe,3,82,109551,428,109312,340
038,cbe,3,83,110408,509,109952,400
038,cbe,3,84,111280,142,110848,33
038,cbe,3,85,111447,130,111232,77
038,cbe,3,86,111622,163,111488,90
038,cbe,3,87,111843,379,111616,310
038,cbe,3,88,112260,765,112000,149
039,baseline,3,1,544,76,384,9
039,baseline,3,2,1182,54,512,0
039,baseline,3,3,1790,64,1152,0
039,baseline,3,4,2502,72,1792,0
039,baseline,3,5,6081,69,2560,16
039,baseline,3,6,9472,60,6144,0
039,baseline,3,7,10150,79,9344,22
039,baseline,3,8,10262,66,10112,0
039,baseline,3,9,23057,81,10240,27
039,baseline,3,10,23789,452,23040,378
039,baseline,3,11,24399,99,24192,0
039,baseline,3,12,24509,214,24320,70
039,baseline,3,13,26454,387,24704,247
039,baseline,3,14,27692,781,26752,715
039,baseline,3,15,29351,216,28416,111
039,baseline,3,16,30062,836,29440,741
039,baseline,3,17,31035,208,30848,156
039,baseline,3,18,32061,762,31232,686
039,baseline,3,19,32887,72,32640,0
039,baseline,3,20,33005,383,32768,237
039,baseline,3,21,35039,532,33280,467
039,baseline,3,22,36768,418,35456,365
039,baseline,3,23,39663,755,37120,685
039,baseline,3,24,41320,197,40320,82
039,baseline,3,25,41989,637,41472,561
039,baseline,3,26,42782,637,42624,204
039,baseline,3,27,44118,2046,43392,1957
039,baseline,3,28,46468,525,46080,321
039,baseline,3,29,47158,253,46976,180
039,baseline,3,30,47518,124,47360,64
039,baseline,3,31,47958,63,47616,0
039,baseline,3,32,49297,118,48000,53
039,baseline,3,33,50897,1641,49408,1192
039,baseline,3,34,53412,400,51328,334
039,baseline,3,35,55098,87,53760,28
039,baseline,3,36,56103,1227,55168,1150
039,baseline,3,37,57514,1354,57216,1241
039,baseline,3,38,58879,253,58624,102
039,baseline,3,39,59842,647,59008,538
039,baseline,3,40,61381,247,60416,174
039,baseline,3,41,63295,349,61568,285
039,baseline,3,42,64765,72,63616,8
039,baseline,3,43,64995,139,64768,76
039,baseline,3,44,66386,1005,65024,454
039,baseline,3,45,67405,939,67200,72
039,baseline,3,46,69188,542,68224,46
039,baseline,3,47,70270,115,69632,18
039,baseline,3,48,70890,754,70272,92
039,baseline,3,49,71745,790,71552,712
039,baseline,3,50,73333,1891,72448,1773
039,baseline,3,51,77663,119,75136,63
039,baseline,3,52,78288,76,77696,14
039,baseline,3,53,78796,1487,78336,1366
039,cbe,3,1,1314,93,1152,9
039,cbe,3,2,3939,140,1280,7
039,cbe,3,3,6596,101,3968,7
039,cbe,3,4,9101,290,6656,220
039,cbe,3,5,10618,330,9344,150
039,cbe,3,6,11303,145,10880,44
039,cbe,3,7,11459,257,11264,110
039,cbe,3,8,13346,448,11648,359
039,cbe,3,9,17284,212,13696,107
039,cbe,3,10,17738,880,17408,755
039,cbe,3,11,19413,664,18560,590
039,cbe,3,12,20816,434,19968,251
039,cbe,3,13,23006,222,21248,148
039,cbe,3,14,27675,77,23168,3
039,cbe,3,15,31884,75,27648,0
039,cbe,3,16,35454,565,31872,480
039,cbe,3,17,39941,234,35968,170
039,cbe,3,18,41711,482,40064,415
039,cbe,3,19,43261,926,42112,845
039,cbe,3,20,44868,660,44160,586
039,cbe,3,21,46761,170,45440,111
039,cbe,3,22,48905,133,46848,49
039,cbe,3,23,49049,526,48896,412
039,cbe,3,24,50123,1406,49536,1328
039,cbe,3,25,52612,384,51456,235
039,cbe,3,26,58033,719,52992,656
039,cbe,3,27,60344,546,58752,477
039,cbe,3,28,61861,633,60800,549
039,cbe,3,29,63211,326,62464,227
039,cbe,3,30,65895,2374,63488,2314
039,cbe,3,31,68585,91,68224,0
039,cbe,3,32,70683,1001,68608,929
039,cbe,3,33,71730,275,71552,178
039,cbe,3,34,72202,353,71936,271
039,cbe,3,35,72600,1230,72448,681
039,cbe,3,36,75174,1231,73728,1144
039,cbe,3,37,76635,1384,76288,1295
039,cbe,3,38,78372,73,77952,0
039,cbe,3,39,80069,1111,78336,1014
039,cbe,3,40,81235,143,81024,68
039,cbe,3,41,83912,5174,81280,4660
039,cbe,3,42,89482,2256,88960,1846
039,cbe,3,43,92043,862,91648,624
039,cbe,3,44,93141,966,92800,903
039,cbe,3,45,95930,4473,94080,4237
039,cbe,3,46,101225,282,100352,197
039,cbe,3,47,101699,80,101504,0
039,cbe,3,48,101943,2202,101760,2128
039,cbe,3,49,104939,1113,104064,534
039,cbe,3,50,106086,1894,105856,1782
039,cbe,3,51,108235,755,107904,180
039,cbe,3,52,132798,2507,108928,2380
039,cbe,3,53,136603,2153,135296,2067
039,cbe,3,54,139012,411,138752,342
039,cbe,3,55,139941,1090,139392,908
039,cbe,3,56,143631,1082,140928,501
039,cbe,3,57,144728,108,144512,51
039,cbe,3,58,144991,792,144768,33
039,cbe,3,59,145836,744,145664,303
039,cbe,3,60,146658,470,146432,28
039,cbe,3,61,147262,806,147072,675
039,cbe,3,62,148340,832,147968,748
039,cbe,3,63,149366,1284,149120,455
039,cbe,3,64,150832,1447,150528,1333
039,cbe,3,65,152504,1505,152192,1369
039,cbe,3,66,154150,2781,153984,2732
039,cbe,3,67,157506,748,156928,248
039,cbe,3,68,158328,1541,158080,937
039,cbe,3,69,159933,2734,159744,2151
039,cbe,3,70,162862,792,162560,106
040,baseline,3,1,618,75,384,9
040,baseline,3,2,1312,98,640,5
040,baseline,3,3,3325,76,1408,0
040,baseline,3,4,6352,77,3328,0
040,baseline,3,5,7169,165,6400,93
040,baseline,3,6,8243,107,7296,0
040,baseline,3,7,8439,123,8192,27
040,baseline,3,8,9288,69,8448,0
040,baseline,3,9,11737,128,9344,39
040,baseline,3,10,12469,127,11776,73
040,baseline,3,11,13007,429,12544,363
040,baseline,3,12,13465,109,13312,0
040,baseline,3,13,13650,181,13440,111
040,baseline,3,14,14574,70,13824,0
040,baseline,3,15,16793,170,14592,41
040,baseline,3,16,19181,125,16896,55
040,baseline,3,17,22896,178,19200,107
040,baseline,3,18,27266,1957,23040,1757
040,baseline,3,19,29488,466,29184,246
040,baseline,3,20,30073,500,29824,389
040,baseline,3,21,32027,160,30464,34
040,baseline,3,22,32680,63,32128,0
040,baseline,3,23,33782,249,32640,165
040,baseline,3,24,35178,220,33920,131
040,baseline,3,25,35409,106,35200,0
040,baseline,3,26,35629,78,35456,0
040,baseline,3,27,36123,801,35584,730
040,baseline,3,28,39927,241,36864,172
040,baseline,3,29,41493,496,40064,230
040,baseline,3,30,42008,331,41856,53
040,baseline,3,31,42418,638,42240,569
040,baseline,3,32,44181,301,43008,231
040,baseline,3,33,45852,247,44416,179
040,baseline,3,34,46188,1322,45952,938
040,baseline,3,35,47642,1283,47488,1212
040,baseline,3,36,53653,87,48896,16
040,baseline,3,37,57664,2761,53632,2402
040,baseline,3,38,60641,2076,60416,1810
040,baseline,3,39,62873,846,62592,499
040,baseline,3,40,63937,1447,63616,1345
040,baseline,3,41,65535,153,65280,60
040,baseline,3,42,65815,159,65664,90
040,baseline,3,43,67514,117,65920,48
040,baseline,3,44,68122,1006,67584,552
040,baseline,3,45,69247,610,68992,174
040,baseline,3,46,69911,1094,69760,661
040,baseline,3,47,71091,1205,70912,749
040,baseline,3,48,72380,1171,72192,882
040,baseline,3,49,73664,292,73472,0
040,baseline,3,50,74085,518,73856,293
040,baseline,3,51,74695,1293,74496,1203
040,baseline,3,52,76040,834,75904,464
040,baseline,3,53,76977,829,76800,497
040,baseline,3,54,77936,474,77696,122
040,baseline,3,55,78528,1874,78336,1460
040,baseline,3,56,80560,2133,80384,1953
040,cbe,3,1,1388,110,1152,9
040,cbe,3,2,4081,140,1408,10
040,cbe,3,3,6966,121,4096,11
040,cbe,3,4,8348,211,7040,64
040,cbe,3,5,9271,98,8448,31
040,cbe,3,6,11749,587,9344,463
040,cbe,3,7,15410,398,12288,212
040,cbe,3,8,23416,857,15744,676
040,cbe,3,9,24521,408,24192,290
040,cbe,3,10,24981,720,24832,584
040,cbe,3,11,26630,252,25600,147
040,cbe,3,12,27417,69,26880,0
040,cbe,3,13,29481,242,27392,101
040,cbe,3,14,32392,152,29696,85
040,cbe,3,15,33869,1040,32512,938
040,cbe,3,16,36863,356,34816,245
040,cbe,3,17,38467,308,37120,189
040,cbe,3,18,40801,67,38656,0
040,cbe,3,19,41835,165,40832,48
040,cbe,3,20,42305,81,41984,20
040,cbe,3,21,44945,983,42368,871
040,cbe,3,22,48024,1347,45824,1279
040,cbe,3,23,51520,992,49280,812
040,cbe,3,24,53395,1037,52480,671
040,cbe,3,25,54631,916,54400,422
040,cbe,3,26,55566,1137,55424,662
040,cbe,3,27,56916,1112,56576,697
040,cbe,3,28,58259,1334,57984,1177
040,cbe,3,29,62223,168,59520,20
040,cbe,3,30,63493,1715,62336,1226
040,cbe,3,31,65380,716,65152,266
040,cbe,3,32,66230,770,66048,643
040,cbe,3,33,67220,2014,66944,1946
040,cbe,3,34,71416,2071,69120,1519
040,cbe,3,35,73664,624,73472,476
040,cbe,3,36,74504,1231,74240,763
040,cbe,3,37,75902,1027,75648,588
040,cbe,3,38,77055,797,76800,341
040,cbe,3,39,77968,1551,77824,1206
040,cbe,3,40,79581,401,79360,334
040,cbe,3,41,80448,93,79872,26
040,cbe,3,42,80754,2173,80512,1738
041,baseline,3,1,537,82,384,9
041,baseline,3,2,641,61,384,4
041,baseline,3,3,2748,124,640,15
041,baseline,3,4,4807,80,2816,0
041,baseline,3,5,5793,61,4864,7
041,baseline,3,6,5954,101,5760,49
041,baseline,3,7,6268,184,6016,107
041,baseline,3,8,6492,131,6272,38
041,baseline,3,9,7019,75,6528,0
041,baseline,3,10,7270,64,7040,0
041,baseline,3,11,8584,122,7296,57
041,baseline,3,12,10404,834,8704,749
041,baseline,3,13,11359,263,11136,32
041,baseline,3,14,11788,167,11520,53
041,baseline,3,15,12050,461,11904,379
041,baseline,3,16,14337,63,12416,0
041,baseline,3,17,15328,281,14336,218
041,baseline,3,18,17454,1005,15488,935
041,baseline,3,19,18496,649,18304,289
041,baseline,3,20,19272,429,19072,16
041,baseline,3,21,19858,688,19584,623
041,baseline,3,22,22034,875,20480,792
041,baseline,3,23,22975,353,22784,281
041,baseline,3,24,23981,2029,23296,1583
041,baseline,3,25,26080,882,25856,820
041,baseline,3,26,27642,1004,26880,801
041,baseline,3,27,28722,153,28544,0
041,baseline,3,28,28953,75,28800,17
041,baseline,3,29,29187,204,28928,107
041,baseline,3,30,29546,185,29312,0
041,baseline,3,31,29901,422,29696,227
041,baseline,3,32,30733,1141,30208,710
041,baseline,3,33,32105,886,31872,797
041,baseline,3,34,33258,159,32896,81
041,baseline,3,35,33465,66,33280,0
041,baseline,3,36,33837,1626,33408,1290
041,baseline,3,37,35489,990,35328,917
041,baseline,3,38,36584,203,36352,138
041,baseline,3,39,38023,469,36736,406
041,baseline,3,40,38786,312,38400,233
041,baseline,3,41,39196,298,39040,214
041,baseline,3,42,39961,65,39424,0
041,baseline,3,43,41264,104,39936,39
041,baseline,3,44,44254,176,41344,62
041,baseline,3,45,44583,2474,44416,2399
041,baseline,3,46,47664,144,46976,39
041,baseline,3,47,48085,225,47744,142
041,baseline,3,48,48408,736,48256,615
041,baseline,3,49,50304,1587,49024,1253
041,baseline,3,50,52023,370,51840,0
041,baseline,3,51,52538,515,52352,135
041,baseline,3,52,53221,903,52992,554
041,baseline,3,53,54522,1382,54016,1295
041,baseline,3,54,56330,94,55808,32
041,baseline,3,55,57114,836,56320,737
041,baseline,3,56,58009,559,57856,480
041,baseline,3,57,58826,2347,58496,2205
041,baseline,3,58,61485,1163,61056,1085
041,baseline,3,59,63404,1719,62592,1189
041,baseline,3,60,65183,3177,65024,3115
041,baseline,3,61,69249,1963,68352,1871
041,baseline,3,62,71223,144,71040,24
041,baseline,3,63,71378,151,71168,71
041,baseline,3,64,71708,1012,71424,949
041,baseline,3,65,76364,2048,72704,1965
041,baseline,3,66,78740,90,78336,24
041,baseline,3,67,79107,169,78720,54
041,baseline,3,68,79287,4214,79104,3911
041,baseline,3,69,83548,73,83328,22
041,baseline,3,70,84139,3687,83584,1941
041,baseline,3,71,87840,341,87680,208
041,baseline,3,72,88317,711,88064,46
041,baseline,3,73,89205,92,88960,0
041,baseline,3,74,89606,856,89216,486
041,baseline,3,75,90619,1555,90368,998
041,baseline,3,76,92349,88,92160,0
041,baseline,3,77,92703,1288,92416,790
041,baseline,3,78,94053,245,93824,186
041,baseline,3,79,94668,505,94208,369
041,baseline,3,80,95270,645,95104,123
041,baseline,3,81,96218,1231,95872,1180
041,baseline,3,82,99097,2042,97408,1573
041,baseline,3,83,101227,153,100992,100
041,baseline,3,84,101433,1087,101248,1016
041,baseline,3,85,103049,593,102400,499
041,baseline,3,86,103778,571,103552,46
041,baseline,3,87,104556,797,104320,160
041,cbe,3,1,1307,111,1152,9
041,cbe,3,2,2515,165,1408,8
041,cbe,3,3,5772,261,2560,126
041,cbe,3,4,6233,101,6016,0
041,cbe,3,5,6544,147,6272,40
041,cbe,3,6,8769,211,6656,71
041,cbe,3,7,12173,378,8704,248
041,cbe,3,8,42989,367,12544,223
041,cbe,3,9,46806,2088,43264,1968
041,cbe,3,10,50723,631,48768,437
041,cbe,3,11,51959,398,51328,179
041,cbe,3,12,52526,835,52352,680
041,cbe,3,13,54186,1212,53248,990
041,cbe,3,14,55461,1345,55296,1065
041,cbe,3,15,56946,333,56704,75
041,cbe,3,16,57396,300,57216,105
041,cbe,3,17,57829,367,57600,108
041,cbe,3,18,58255,491,58112,215
041,cbe,3,19,59063,1522,58624,1437
041,cbe,3,20,88967,2127,60544,1922
041,cbe,3,21,91182,316,91008,138
041,cbe,3,22,92665,151,91392,51
041,cbe,3,23,93332,144,92800,51
041,cbe,3,24,93534,128,93312,59
041,cbe,3,25,93778,346,93568,236
041,cbe,3,26,97716,439,94080,269
041,cbe,3,27,100293,100,98048,32
041,cbe,3,28,101341,1775,100352,1693
041,cbe,3,29,104702,3140,103040,3020
041,cbe,3,30,107878,1329,107648,1019
041,cbe,3,31,109583,5177,109184,4986
041,cbe,3,32,115888,14337,114688,13598
041,cbe,3,33,130351,706,130176,15
041,cbe,3,34,131434,1498,130944,769
041,cbe,3,35,133109,3466,132864,3275
041,cbe,3,36,137086,1289,136448,86
041,cbe,3,37,138389,412,138240,332
041,cbe,3,38,140220,167,138752,114
041,cbe,3,39,140483,142,140288,56
